evento_id,data,contexto,uf,ano,turno,vencedor,partido,incumbente,poll_lead_pp,outcome_real,probabilidade_prior,outcome_framing
us2020_2020-11-02_538_WY_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in WY (2020 US presidential),WY,2020,1,Donald Trump,DEM,0,-31.48,0,0.107,Joe Biden (DEM) vs Donald Trump in WY (2020 US presidential)
us2020_2020-11-02_538_WY_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in WY (2020 US presidential),WY,2020,1,Donald Trump,REP,1,31.48,1,0.893,Donald Trump (REP) vs Joe Biden in WY (2020 US presidential)
us2020_2020-11-02_538_WI_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in WI (2020 US presidential),WI,2020,1,Joe Biden,DEM,0,8.39,1,0.605,Joe Biden (DEM) vs Donald Trump in WI (2020 US presidential)
us2020_2020-11-02_538_WI_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in WI (2020 US presidential),WI,2020,1,Joe Biden,REP,1,-8.39,0,0.395,Donald Trump (REP) vs Joe Biden in WI (2020 US presidential)
us2020_2020-11-02_538_WV_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in WV (2020 US presidential),WV,2020,1,Donald Trump,DEM,0,-28.61,0,0.142,Joe Biden (DEM) vs Donald Trump in WV (2020 US presidential)
us2020_2020-11-02_538_WV_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in WV (2020 US presidential),WV,2020,1,Donald Trump,REP,1,28.61,1,0.858,Donald Trump (REP) vs Joe Biden in WV (2020 US presidential)
us2020_2020-11-02_538_WA_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in WA (2020 US presidential),WA,2020,1,Joe Biden,DEM,0,22.95,1,0.787,Joe Biden (DEM) vs Donald Trump in WA (2020 US presidential)
us2020_2020-11-02_538_WA_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in WA (2020 US presidential),WA,2020,1,Joe Biden,REP,1,-22.95,0,0.213,Donald Trump (REP) vs Joe Biden in WA (2020 US presidential)
us2020_2020-11-02_538_VA_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in VA (2020 US presidential),VA,2020,1,Joe Biden,DEM,0,11.82,1,0.648,Joe Biden (DEM) vs Donald Trump in VA (2020 US presidential)
us2020_2020-11-02_538_VA_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in VA (2020 US presidential),VA,2020,1,Joe Biden,REP,1,-11.82,0,0.352,Donald Trump (REP) vs Joe Biden in VA (2020 US presidential)
us2020_2020-11-02_538_VT_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in VT (2020 US presidential),VT,2020,1,Joe Biden,DEM,0,38.78,1,0.985,Joe Biden (DEM) vs Donald Trump in VT (2020 US presidential)
us2020_2020-11-02_538_VT_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in VT (2020 US presidential),VT,2020,1,Joe Biden,REP,1,-38.78,0,0.015,Donald Trump (REP) vs Joe Biden in VT (2020 US presidential)
us2020_2020-11-02_538_UT_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in UT (2020 US presidential),UT,2020,1,Donald Trump,DEM,0,-9.84,0,0.377,Joe Biden (DEM) vs Donald Trump in UT (2020 US presidential)
us2020_2020-11-02_538_UT_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in UT (2020 US presidential),UT,2020,1,Donald Trump,REP,1,9.84,1,0.623,Donald Trump (REP) vs Joe Biden in UT (2020 US presidential)
us2020_2020-11-02_538_TX_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in TX (2020 US presidential),TX,2020,1,Donald Trump,DEM,0,-1.14,0,0.486,Joe Biden (DEM) vs Donald Trump in TX (2020 US presidential)
us2020_2020-11-02_538_TX_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in TX (2020 US presidential),TX,2020,1,Donald Trump,REP,1,1.14,1,0.514,Donald Trump (REP) vs Joe Biden in TX (2020 US presidential)
us2020_2020-11-02_538_TN_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in TN (2020 US presidential),TN,2020,1,Donald Trump,DEM,0,-13.67,0,0.329,Joe Biden (DEM) vs Donald Trump in TN (2020 US presidential)
us2020_2020-11-02_538_TN_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in TN (2020 US presidential),TN,2020,1,Donald Trump,REP,1,13.67,1,0.671,Donald Trump (REP) vs Joe Biden in TN (2020 US presidential)
us2020_2020-11-02_538_SD_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in SD (2020 US presidential),SD,2020,1,Donald Trump,DEM,0,-15.21,0,0.31,Joe Biden (DEM) vs Donald Trump in SD (2020 US presidential)
us2020_2020-11-02_538_SD_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in SD (2020 US presidential),SD,2020,1,Donald Trump,REP,1,15.21,1,0.69,Donald Trump (REP) vs Joe Biden in SD (2020 US presidential)
us2020_2020-11-02_538_SC_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in SC (2020 US presidential),SC,2020,1,Donald Trump,DEM,0,-7.08,0,0.411,Joe Biden (DEM) vs Donald Trump in SC (2020 US presidential)
us2020_2020-11-02_538_SC_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in SC (2020 US presidential),SC,2020,1,Donald Trump,REP,1,7.08,1,0.589,Donald Trump (REP) vs Joe Biden in SC (2020 US presidential)
us2020_2020-11-02_538_RI_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in RI (2020 US presidential),RI,2020,1,Joe Biden,DEM,0,30.58,1,0.882,Joe Biden (DEM) vs Donald Trump in RI (2020 US presidential)
us2020_2020-11-02_538_RI_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in RI (2020 US presidential),RI,2020,1,Joe Biden,REP,1,-30.58,0,0.118,Donald Trump (REP) vs Joe Biden in RI (2020 US presidential)
us2020_2020-11-02_538_PA_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in PA (2020 US presidential),PA,2020,1,Joe Biden,DEM,0,4.8,1,0.56,Joe Biden (DEM) vs Donald Trump in PA (2020 US presidential)
us2020_2020-11-02_538_PA_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in PA (2020 US presidential),PA,2020,1,Joe Biden,REP,1,-4.8,0,0.44,Donald Trump (REP) vs Joe Biden in PA (2020 US presidential)
us2020_2020-11-02_538_OR_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in OR (2020 US presidential),OR,2020,1,Joe Biden,DEM,0,21.28,1,0.766,Joe Biden (DEM) vs Donald Trump in OR (2020 US presidential)
us2020_2020-11-02_538_OR_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in OR (2020 US presidential),OR,2020,1,Joe Biden,REP,1,-21.28,0,0.234,Donald Trump (REP) vs Joe Biden in OR (2020 US presidential)
us2020_2020-11-02_538_OK_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in OK (2020 US presidential),OK,2020,1,Donald Trump,DEM,0,-22.95,0,0.213,Joe Biden (DEM) vs Donald Trump in OK (2020 US presidential)
us2020_2020-11-02_538_OK_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in OK (2020 US presidential),OK,2020,1,Donald Trump,REP,1,22.95,1,0.787,Donald Trump (REP) vs Joe Biden in OK (2020 US presidential)
us2020_2020-11-02_538_OH_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in OH (2020 US presidential),OH,2020,1,Donald Trump,DEM,0,-0.65,0,0.492,Joe Biden (DEM) vs Donald Trump in OH (2020 US presidential)
us2020_2020-11-02_538_OH_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in OH (2020 US presidential),OH,2020,1,Donald Trump,REP,1,0.65,1,0.508,Donald Trump (REP) vs Joe Biden in OH (2020 US presidential)
us2020_2020-11-02_538_ND_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in ND (2020 US presidential),ND,2020,1,Donald Trump,DEM,0,-17.29,0,0.284,Joe Biden (DEM) vs Donald Trump in ND (2020 US presidential)
us2020_2020-11-02_538_ND_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in ND (2020 US presidential),ND,2020,1,Donald Trump,REP,1,17.29,1,0.716,Donald Trump (REP) vs Joe Biden in ND (2020 US presidential)
us2020_2020-11-02_538_NC_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in NC (2020 US presidential),NC,2020,1,Donald Trump,DEM,0,1.89,0,0.524,Joe Biden (DEM) vs Donald Trump in NC (2020 US presidential)
us2020_2020-11-02_538_NC_rep,2020-11-02,Donald Trump (REP) vs Joe Biden in NC (2020 US presidential),NC,2020,1,Donald Trump,REP,1,-1.89,1,0.476,Donald Trump (REP) vs Joe Biden in NC (2020 US presidential)
us2020_2020-11-02_538_NY_dem,2020-11-02,Joe Biden (DEM) vs Donald Trump in NY (2020 US presidential),NY,2020,1,Joe Biden,DEM,0,29.42,1,0.868,Joe Biden (DEM) vs Donald Trump in NY (2020 US presidential)
